,Actual,Predicted
0,18,7.306127526496279
1,30,18.992448427142378
2,36,41.6667675790119
3,3,7.306127526496279
4,6,7.306127526496279
5,1,10.463780909011486
6,34,21.781975705273474
7,10,18.72864152069864
8,11,24.896823733892266
9,18,28.988175744317527
10,9,11.713471052249329
11,70,36.29180067874206
12,41,29.995186227905315
13,21,7.306127526496279
14,9,10.681605474484037
15,0,7.306127526496279
16,0,10.817160142835139
17,7,17.12624974214468
18,36,24.99441783740466
19,8,19.498973624871645
20,0,7.306127526496279
21,2,19.575242454123984
22,0,13.48606678462176
23,46,46.46111829113221
24,11,23.01450248506737
25,21,25.439819222126705
26,10,19.82208850153058
27,4,7.306127526496279
28,35,41.94830075508938
29,2,12.120203372095812
30,0,9.63080351554033
31,22,18.058026564594034
32,2,7.306127526496279
33,18,36.93809951501083
34,12,21.619449563847414
35,25,20.29993638868922
36,66,33.768352430126455
37,74,56.90047416155635
38,1,11.781516937787279
39,5,7.306127526496279
40,3,15.835391403691368
41,36,21.835395273584965
42,13,7.306127526496279
43,6,7.306127526496279
44,21,21.552352177009404
45,11,21.347271994124117
46,4,15.133583640471109
47,50,69.97871567504609
48,40,30.40894334422147
49,0,7.306127526496279
50,43,14.897874079182984
51,26,42.62847313873548
52,79,52.131258320057704
53,38,34.37655265307273
54,6,14.363327216762414
55,43,18.419705967964838
56,0,14.100972942914137
57,58,33.60639313497139
58,13,17.199449185825653
59,4,7.306127526496279
60,29,7.306127526496279
61,50,39.46434396027136
62,10,15.466818045335987
63,1,7.306127526496279
64,7,17.399666308329643
65,19,26.33373719508894
66,2,7.306127526496279
67,9,14.454044210743909
68,60,44.31927362332095
69,47,34.63433054587868
70,5,7.306127526496279
71,4,22.247812784212595
72,22,30.4352722661355
73,0,8.958402292968197
74,88,31.9181786031479
75,4,12.36133577539612
76,27,45.62416835839563
77,7,18.1056765283093
78,3,12.84848445847086
79,60,32.73133110652422
80,3,20.528523964436047
81,0,7.306127526496279
82,44,13.027331778461429
83,59,24.857626702642552
84,22,35.95758649554881
85,25,28.760075419129507
86,11,21.18506685948612
87,35,31.751235182759977
88,28,40.7270016916671
89,60,37.99923552231925
90,27,56.75161009673734
91,12,21.507736831680027
92,6,7.306127526496279
93,2,7.306127526496279
94,7,7.306127526496279
95,1,7.306127526496279
96,1,9.10608251030165
97,22,31.07840689093698
98,2,14.811767489752892
99,8,7.8856150711377655
100,0,7.306127526496279
101,69,32.54784443451589
102,26,39.26146535478182
103,74,41.54648712493561
104,77,94.7154612789711
105,11,17.09578848350258
106,26,57.803078338347426
107,83,37.428900991794585
108,44,34.242739743070366
109,13,19.4092139145569
110,43,55.53715028182217
111,46,7.306127526496279
112,29,35.30415854675037
113,60,29.720501648855063
114,53,32.681868658726096
115,10,7.306127526496279
116,1,15.523684877204563
117,39,19.512835786824283
118,43,66.86359668260542
119,16,18.354178767114618
120,11,18.957988107695652
121,1,14.602395671202556
122,9,16.50144387690528
123,14,17.45642272307136
124,1,7.306127526496279
125,4,8.534616358186579
126,1,7.306127526496279
127,9,18.878478889104827
128,3,7.306127526496279
129,0,7.475169240145374
130,13,11.55525994658316
131,5,13.832713456472291
132,1,13.41034080395627
133,6,22.98969700997295
134,7,20.982413557975505
135,3,17.692821789659916
136,4,13.191973705075988
137,68,39.01273222169694
138,31,24.81106304614564
139,23,26.486877238347684
140,35,48.92903052877876
141,39,47.960693195881205
142,13,22.794372934236712
143,2,13.473933079889289
144,3,13.57676496711662
145,57,38.481942496831394
146,3,10.991273701358988
147,34,28.46816725127697
148,9,15.22406102490635
149,24,22.695695587776036
150,2,17.1266501966864
151,0,7.306127526496279
152,2,16.05121145842107
153,5,14.513399804197697
154,11,7.306127526496279
155,7,11.880116343120381
156,51,34.48940950207274
157,60,28.808603424425602
158,3,15.566174342223146
159,9,7.306127526496279
160,32,69.45035168403862
161,6,10.968494571948607
162,17,40.611762124696575
163,67,34.33278923507585
164,24,24.30472673024155
165,6,8.402897467470847
166,19,30.51434835565256
167,0,12.759601350307678
168,1,11.490523844486233
169,22,11.43917934975155
170,2,15.615127022552063
171,1,12.346854968089353
172,48,25.97818630492644
173,25,7.306127526496279
174,22,23.41582810520252
175,12,7.830932436647012
176,48,46.254181957339036
177,8,19.781127088863254
178,0,12.452014591522762
179,30,36.22305864683643
180,28,24.311577604356508
181,12,13.987265843509771
182,27,24.565207432360697
183,10,19.80841154755704
184,62,33.453883181195216
185,10,20.457318332226407
186,24,20.257339883338854
187,29,29.506058276907524
188,43,62.467426372035774
189,14,23.384910228466737
190,16,8.326117198261072
191,19,29.450876074254797
192,26,18.433279308376477
193,14,17.035105933238228
194,18,27.05449300762822
195,23,23.99871696048603
196,4,15.067162166750439
197,11,13.215148459133946
198,16,19.801486105476624
199,16,17.804647939948122
200,18,8.597141645628032
201,13,7.306127526496279
202,20,18.622154288716885
203,72,43.709321857090764
204,2,7.306127526496279
205,2,15.552669006925996
206,32,30.520238835289454
207,14,21.341017677833694
208,20,25.1312877029844
209,1,11.629457906775457
210,8,12.527191898789908
211,11,12.260174723805331
212,21,7.306127526496279
213,17,15.144338899546291
214,38,28.71432667237718
215,1,8.263681689007946
216,1,7.306127526496279
217,100,50.87452369991826
218,26,7.306127526496279
219,50,28.505646913706943
220,11,19.09742828466054
221,0,7.306127526496279
222,66,28.67775042707386
223,4,15.631670012774354
224,18,29.55355396039181
225,60,80.84249835346294
226,20,25.462824267595437
227,0,7.306127526496279
228,9,24.82760394117697
229,4,14.149410187047433
230,55,43.736443307246816
231,2,16.9144066381184
232,59,34.391074664964066
233,5,23.11468374635188
234,4,13.660857409989042
235,3,16.579896057452626
236,16,18.773523502924252
237,3,16.994925005272
238,12,14.385649745230813
239,12,9.510361261806729
240,6,14.916866669812627
241,96,38.765001957478766
242,1,16.359914096394146
243,1,11.606359168911638
244,52,36.08359594266204
245,87,38.66374078279613
246,11,16.74411232862943
247,10,7.306127526496279
248,45,37.64240658813186
249,0,7.306127526496279
250,3,10.348594846288012
251,11,7.306127526496279
252,0,7.306127526496279
253,5,7.306127526496279
254,79,60.47417973129063
255,3,18.565882708138712
256,66,51.308351827342776
257,22,7.306127526496279
258,32,36.33406979052858
259,25,53.18888412009028
260,28,27.82270446577183
261,14,19.73376255459491
262,5,28.96911968687906
263,5,7.967755426595979
264,73,50.703198957787286
265,3,13.759995837357497
266,5,14.620207967233306
267,12,12.803677702029853
268,90,46.42769923031128
269,20,17.96227102074261
270,24,24.80192753154997
271,0,7.306127526496279
272,0,7.306127526496279
273,8,7.306127526496279
274,2,7.306127526496279
275,0,12.112698957102438
276,17,8.040574360211945
277,11,16.600833287583253
278,7,15.215018264370892
279,48,33.168488654332336
280,48,37.42291279310228
281,13,23.411944626967493
282,9,16.35671810936142
283,1,11.829325663670074
284,0,7.306127526496279
285,52,39.006995537313
286,7,7.306127526496279
287,5,14.220483292680782
288,77,54.78265697180308
289,5,20.946632071700492
290,6,45.043515884128574
291,22,20.283597513899444
292,14,10.720353287427892
293,19,9.133826137909177
294,26,29.50351499043538
295,10,35.08115855001393
296,79,45.37155155898292
297,0,12.113360281799807
298,3,13.84075949339806
299,12,15.287622761126702
300,5,7.306127526496279
301,31,24.576942995838348
302,49,31.138496075515718
303,58,37.83239628574958
304,13,33.82020006929189
305,2,15.173762392838857
306,18,24.101821088464067
307,54,44.926007886379345
308,48,22.76371088770786
309,6,14.882595013115905
310,41,66.91049778010205
311,61,31.646582164620106
312,1,7.306127526496279
313,19,17.845100284469435
314,26,25.231442368931315
315,41,94.37403201023804
316,60,30.332637640825123
317,4,7.306127526496279
318,11,7.306127526496279
319,3,7.306127526496279
320,40,37.3775511642975
321,14,31.808970605966095
322,33,30.047458211024335
323,14,18.130317074957524
324,67,32.27259405313524
325,26,12.108348487858889
326,46,28.92572087315352
327,4,20.41209974737784
328,27,26.80157655460414
329,8,21.179652124733007
330,1,11.57222281437985
331,26,30.895064018233636
332,17,29.35655853804927
333,0,7.306127526496279
334,60,46.89537807916105
335,13,15.24357320733121
336,10,19.245029701033307
337,1,10.880999054340409
338,16,15.870980380553409
339,10,15.352706874832652
340,3,18.962286936770173
341,10,21.587074850421345
342,42,34.41565033494734
343,10,15.674439106532994
344,36,33.68387624773312
345,8,7.306127526496279
346,56,38.31500473898219
347,1,7.306127526496279
348,0,7.306127526496279
349,3,7.306127526496279
350,0,12.30130343233056
351,29,16.983715389768626
352,18,62.211373382851974
353,18,20.12135734050457
354,5,12.268267654724179
355,6,15.287656198045058
356,96,48.452573012912644
357,10,10.941574135236792
358,8,13.546882971541592
359,25,27.3149979114731
360,59,33.63126846112478
361,61,42.07813585942782
362,10,14.458862745406169
363,10,7.306127526496279
364,13,7.306127526496279
365,1,7.306127526496279
366,11,14.715608437721864
367,16,15.306384467871517
368,15,18.480396605808572
369,21,9.958532245894586
370,0,7.306127526496279
371,80,34.21104704337325
372,31,26.488525979123786
373,23,33.27774748931152
374,2,10.579848904698801
375,28,40.16041937063761
376,54,32.00442577710103
377,11,22.796881073095665
378,1,15.265810188955061
379,14,14.603655986212466
380,25,22.550181224000557
