batsman,id,inning,leftfast_bowlers,leftfastmedium_bowlers,leftmediumfast_bowlers,leftmedium_bowlers,leftorthodox_bowlers,leftlegbreak_bowlers,leftmystery_bowlers,rightfast_bowlers,rightfastmedium_bowlers,rightmediumfast_bowlers,rightmedium_bowlers,rightorthodox_bowlers,rightlegbreak_bowlers,rightmystery_bowlers,batsman_hand,leftfast_cumruns,leftfast_cumballs,leftfast_cumdismissals,leftfastmedium_cumruns,leftfastmedium_cumballs,leftfastmedium_cumdismissals,leftlegbreak_cumruns,leftlegbreak_cumballs,leftlegbreak_cumdismissals,leftmedium_cumruns,leftmedium_cumballs,leftmedium_cumdismissals,leftmediumfast_cumruns,leftmediumfast_cumballs,leftmediumfast_cumdismissals,leftmystery_cumruns,leftmystery_cumballs,leftmystery_cumdismissals,leftorthodox_cumruns,leftorthodox_cumballs,leftorthodox_cumdismissals,rightfast_cumruns,rightfast_cumballs,rightfast_cumdismissals,rightfastmedium_cumruns,rightfastmedium_cumballs,rightfastmedium_cumdismissals,rightlegbreak_cumruns,rightlegbreak_cumballs,rightlegbreak_cumdismissals,rightmedium_cumruns,rightmedium_cumballs,rightmedium_cumdismissals,rightmediumfast_cumruns,rightmediumfast_cumballs,rightmediumfast_cumdismissals,rightmystery_cumruns,rightmystery_cumballs,rightmystery_cumdismissals,rightorthodox_cumruns,rightorthodox_cumballs,rightorthodox_cumdismissals,overall_runs,overall_balls,overall_dismissed,match_runs
SS Iyer,1136596,1,0,0,0,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,1,0,0,0,0,0,0,0,0,0,0,0,0,86,86,6,41,30,1,0,0,0,634,475,20,44
SS Iyer,1136602,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,23,1,0,0,0,0,0,0,0,0,0,0,0,0,87,91,6,0,0,0,0,0,0,637,483,20,3
SS Iyer,1136605,1,0,0,0,0,0,0,0,0,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,124,5,77,47,1,0,0,0,97,95,6,0,0,0,52,46,2,669,520,21,32
SS Iyer,1136612,1,0,0,0,0,1,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,29,1,0,0,0,172,130,6,0,0,0,0,0,0,107,102,6,0,0,0,53,49,2,688,542,22,19
SS Iyer,1136615,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,18,2,0,0,0,0,0,0,0,0,0,174,132,6,80,51,2,0,0,0,0,0,0,0,0,0,0,0,0,694,552,23,6
SS Iyer,1175358,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,60,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,107,6,0,0,0,0,0,0,710,562,24,16
SS Iyer,1175360,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,36,1,0,0,0,0,0,0,88,55,3,0,0,0,119,111,6,0,0,0,55,54,2,728,582,25,18
SS Iyer,1175371,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,133,6,53,42,2,61,61,2,771,623,26,43
SS Iyer,1178405,1,0,1,0,0,1,0,0,0,0,3,0,1,0,1,1,0,0,0,61,42,1,0,0,0,0,0,0,0,0,0,0,0,0,46,38,1,0,0,0,0,0,0,0,0,0,0,0,0,169,155,7,64,54,2,67,64,2,816,664,27,45
SS Iyer,1178421,1,0,0,0,0,0,0,0,1,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,66,2,180,136,6,110,64,3,0,0,0,177,165,7,0,0,0,77,73,3,868,701,28,52
SS Iyer,1181767,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,44,1,0,0,0,0,0,0,113,68,4,0,0,0,182,170,7,0,0,0,80,76,3,881,719,29,13
SS Iyer,1216493,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,148,7,118,74,4,0,0,0,0,0,0,92,69,2,0,0,0,920,752,30,39
SS Iyer,1216500,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,74,2,197,159,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942,771,31,22
SS Iyer,1216515,1,0,0,0,0,0,0,0,1,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,81,2,226,178,8,0,0,0,0,0,0,0,0,0,130,81,2,0,0,0,1030,809,31,88
SS Iyer,1216519,1,0,0,1,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,20,2,0,0,0,0,0,0,0,0,0,231,183,8,120,77,4,0,0,0,0,0,0,0,0,0,82,79,4,1041,822,32,11
SS Iyer,1216529,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,57,2,118,84,2,251,192,8,126,84,4,19,18,0,0,0,0,0,0,0,0,0,0,1083,856,33,42
SS Iyer,1216535,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,62,48,1,0,0,0,0,0,0,0,0,0,0,0,0,66,64,2,120,87,2,253,194,8,126,85,5,0,0,0,0,0,0,0,0,0,96,90,4,1108,886,34,25
SS Iyer,1216539,1,0,0,1,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,28,3,0,0,0,68,66,2,0,0,0,0,0,0,127,88,5,0,0,0,198,180,7,0,0,0,0,0,0,1134,909,35,26
SS Iyer,1216543,1,0,0,1,0,0,0,0,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42,32,3,0,0,0,0,0,0,121,91,2,271,212,9,146,107,5,0,0,0,0,0,0,0,0,0,0,0,0,1187,954,36,53
SS Iyer,1216546,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,65,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,112,6,0,0,0,206,184,7,0,0,0,0,0,0,1201,966,37,14
SS Iyer,1237180,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,67,56,1,0,0,0,0,0,0,0,0,0,0,0,0,76,71,2,0,0,0,0,0,0,0,0,0,0,0,0,211,189,8,136,87,2,0,0,0,1222,987,38,21
SS Iyer,1237181,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,81,64,1,0,0,0,0,0,0,0,0,0,0,0,0,83,80,2,137,103,2,287,225,9,0,0,0,26,21,0,0,0,0,0,0,0,101,96,4,1287,1038,38,65
SS Iyer,1254092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,93,3,0,0,0,1288,1044,39,1
SS Iyer,1254097,1,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,41,28,0,0,0,0,45,35,3,0,0,0,0,0,0,0,0,0,294,234,9,160,120,7,0,0,0,0,0,0,0,0,0,0,0,0,1331,1078,40,43
SS Iyer,1254101,1,1,0,0,0,0,0,0,0,1,2,0,0,1,0,1,19,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,237,10,163,124,7,0,0,0,221,196,8,0,0,0,0,0,0,1349,1097,41,18
SS Iyer,1254114,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,238,10,0,0,0,0,0,0,221,203,9,0,0,0,0,0,0,1350,1105,42,1
SS Iyer,1254116,1,0,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,84,2,140,107,2,315,249,10,0,0,0,0,0,0,0,0,0,143,102,3,0,0,0,1380,1133,42,30
SS Iyer,1304052,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,256,10,164,127,8,0,0,0,0,0,0,0,0,0,0,0,0,1393,1143,43,13
SS Iyer,1304071,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,94,75,1,0,0,0,0,0,0,0,0,0,0,0,0,90,86,2,145,116,3,0,0,0,0,0,0,28,23,0,224,204,9,0,0,0,0,0,0,1421,1168,44,28
SS Iyer,1304087,1,0,0,2,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,45,33,1,0,0,0,49,41,3,0,0,0,112,102,2,0,0,0,336,264,10,0,0,0,0,0,0,0,0,0,0,0,0,104,99,4,1463,1206,45,42
SS Iyer,1304102,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,104,2,150,121,3,0,0,0,164,128,9,0,0,0,0,0,0,0,0,0,0,0,0,1469,1214,46,6
SS Iyer,1304107,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,127,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,102,4,1484,1223,47,15
SS Iyer,829707,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,7,7,1,7
SS Iyer,829725,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,1,0,0,0,0,0,0,13,14,2,6
SS Iyer,829761,2,0,0,0,0,0,1,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,14,7,0,0,0,0,0,0,0,2,5,0,0,0,0,53,50,3,40
SS Iyer,829767,2,0,0,0,0,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,37,27,1,0,0,0,0,0,0,31,34,1,0,0,0,0,0,0,107,91,4,54
SS Iyer,829777,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,33,2,0,0,0,0,0,0,39,40,1,0,0,0,0,0,0,116,103,5,9
SS Iyer,829793,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,47,2,0,0,0,0,0,0,116,110,6,0
SS Iyer,829801,2,0,0,0,0,2,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,24,0,0,0,0,0,0,0,0,0,0,0,0,0,65,61,2,17,18,0,6,4,0,186,159,6,70
SS Iyer,980913,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,63,3,0,0,0,0,0,0,189,164,7,3
SS Iyer,980921,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,169,8,0
SS Iyer,1082611,2,0,0,0,0,1,0,0,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,25,0,0,0,0,43,35,2,0,0,0,0,0,0,95,84,3,33,25,0,0,0,0,239,200,8,50
SS Iyer,1082614,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,9,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,207,9,6
SS Iyer,1082630,2,0,0,0,0,1,0,0,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,29,0,0,0,0,44,36,2,0,0,0,0,0,0,107,97,4,39,34,0,0,0,0,278,234,10,33
SS Iyer,1082632,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,8,1,0,0,0,0,0,0,0,0,0,52,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,243,10,14
SS Iyer,1082635,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,249,11,3
SS Iyer,1082640,2,0,0,2,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46,29,1,0,0,0,63,39,0,0,0,0,68,53,3,0,0,0,5,3,0,127,109,4,0,0,0,0,0,0,391,306,12,96
SS Iyer,1082646,2,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,65,3,27,15,0,0,0,0,129,113,5,0,0,0,17,11,0,423,337,13,32
SS Iyer,1136569,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53,34,1,7,4,0,69,44,0,8,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,357,13,27
SS Iyer,1136573,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,67,4,27,16,0,0,0,0,0,0,0,0,0,0,0,0,0,454,360,14,4
SS Iyer,1136582,2,0,0,1,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,59,42,1,0,0,0,0,0,0,0,0,0,89,73,4,0,0,0,0,0,0,137,119,5,71,60,1,0,0,0,511,406,15,57
SS Iyer,1136590,2,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,47,1,0,0,0,98,81,4,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,524,420,16,13
SS Iyer,1175365,2,0,0,0,0,0,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,20,13,1,0,0,0,0,0,0,0,0,0,0,0,0,15,18,1,109,91,5,39,25,0,0,0,0,0,0,0,0,0,0,0,0,0,567,454,17,43
SS Iyer,1175368,2,0,0,1,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,64,44,1,0,0,0,0,0,0,27,26,2,116,97,5,0,0,0,0,0,0,0,0,0,75,68,1,0,0,0,595,478,18,28
SS Iyer,1178395,2,0,0,0,0,1,0,0,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,55,1,41,40,3,127,107,5,58,40,0,0,0,0,0,0,0,0,0,0,28,19,0,662,533,19,67
SS Iyer,1178401,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,3,128,109,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,539,20,6
SS Iyer,1178409,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,58,1,0,0,0,0,0,0,59,43,1,0,0,0,0,0,0,0,0,0,0,0,0,671,545,21,3
SS Iyer,1178412,2,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,76,52,1,0,0,0,99,65,1,52,52,3,132,116,6,65,52,1,0,0,0,0,0,0,91,79,1,0,0,0,729,595,21,58
SS Iyer,1178415,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,57,2,0,0,0,0,0,0,0,0,0,0,0,0,733,600,22,4
SS Iyer,1178425,2,0,0,0,0,1,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,75,2,0,0,0,0,0,0,71,59,2,0,0,0,162,131,5,0,0,0,40,26,0,777,631,23,44
SS Iyer,1178428,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,68,3,0,0,0,0,0,0,0,0,0,0,0,0,792,640,24,15
SS Iyer,1181766,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,11,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,119,6,0,0,0,0,0,0,0,0,0,96,84,1,41,27,0,800,650,25,8
SS Iyer,1216497,2,0,0,0,0,0,0,0,3,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,68,3,143,127,6,0,0,0,0,0,0,0,0,0,113,99,2,0,0,0,847,689,26,47
SS Iyer,1216505,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,80,3,0,0,0,0,0,0,90,73,3,0,0,0,0,0,0,0,0,0,0,0,0,854,699,27,7
SS Iyer,1216509,2,0,0,1,0,1,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78,54,1,0,0,0,108,81,3,0,0,0,150,131,6,91,76,3,0,0,0,174,144,6,0,0,0,0,0,0,877,722,28,23
SS Iyer,1216524,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,12,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,149,7,116,105,2,0,0,0,884,734,29,7
SS Iyer,1216532,2,0,2,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,26,29,3,0,0,0,0,0,0,0,0,0,0,0,0,111,85,3,0,0,0,0,0,0,0,0,0,0,0,0,177,151,7,116,107,3,0,0,0,901,756,30,17
SS Iyer,1237177,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,34,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913,764,31,12
SS Iyer,1254105,2,0,1,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,38,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,177,7,130,120,3,0,0,0,960,807,31,47
SS Iyer,1254110,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,184,8,0,0,0,0,0,0,962,814,32,2
SS Iyer,1254112,2,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,45,48,3,0,0,0,0,0,0,0,0,0,0,0,0,114,89,3,84,75,4,159,139,6,0,0,0,9,9,0,0,0,0,0,0,0,46,34,0,995,850,32,33
SS Iyer,1304047,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,101,3,90,77,4,0,0,0,0,0,0,0,0,0,212,189,8,0,0,0,0,0,0,1015,869,32,20
SS Iyer,1304054,2,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,54,52,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,82,4,164,141,6,91,80,4,0,0,0,0,0,0,0,0,0,0,0,0,1041,884,33,26
SS Iyer,1304060,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,10,0,54,53,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051,890,34,10
SS Iyer,1304065,2,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,59,56,4,36,24,2,0,0,0,81,58,1,0,0,0,140,110,3,0,0,0,170,144,6,0,0,0,16,12,0,0,0,0,0,0,0,47,35,0,1105,924,35,54
SS Iyer,1304076,2,0,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,94,79,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,91,4,0,0,0,97,89,5,0,0,0,0,0,0,158,136,3,0,0,0,1190,981,36,85
SS Iyer,1304081,2,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,94,83,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,4,170,147,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1202,997,37,12
SS Iyer,1304093,2,0,1,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,97,90,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,113,4,0,0,0,106,95,5,0,0,0,0,0,0,166,144,3,0,0,0,1236,1031,38,34
SS Iyer,1304099,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82,63,1,0,0,0,0,0,0,149,117,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242,1040,39,6
SS Iyer,1304112,2,0,0,1,0,0,0,0,0,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,83,69,1,0,0,0,0,0,0,0,0,0,172,149,6,119,103,5,0,0,0,237,199,9,175,148,3,0,0,0,1292,1070,40,50
SS Prabhudessai,1304073,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,6
SS Prabhudessai,1304077,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,1,0,0,0,0,0,0,8,6,0,0,0,0,0,2,1,0,0,0,0,0,0,16,15,2,10
SS Prabhudessai,1304082,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,2,3,3,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,31,37,3,15
SS Tiwary,336004,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1,0,0,0,5,4,0,9,10,1,9
SS Tiwary,392197,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,13,13,1,4
SS Tiwary,419107,1,0,0,1,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,1,2,1,0,0,0,20,12,0,6,6,0,0,0,0,0,0,0,25,16,0,66,47,2,53
SS Tiwary,419114,1,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,3,4,0,0,0,0,0,0,0,0,0,0,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,49,32,0,0,0,0,17,13,1,0,0,0,0,0,0,127,86,2,61
SS Tiwary,419119,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,0,53,38,1,0,0,0,0,0,0,0,0,0,0,0,0,152,107,3,25
SS Tiwary,419130,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,110,4,4
SS Tiwary,419138,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,1,0,0,0,0,0,0,70,48,1,12,13,0,0,0,0,0,0,0,31,21,0,200,145,5,44
SS Tiwary,419146,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,1,0,0,0,0,0,0,71,50,2,0,0,0,0,0,0,0,0,0,0,0,0,204,150,6,4
SS Tiwary,419150,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,21,1,0,0,0,0,0,0,26,19,1,0,0,0,0,0,0,219,161,7,15
SS Tiwary,419152,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,22,2,0,0,0,0,0,0,0,0,0,0,0,0,73,52,2,35,32,0,0,0,0,0,0,0,0,0,0,257,189,8,38
SS Tiwary,419161,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,32,2,0,0,0,26,22,2,3,4,1,39,31,1,0,0,0,43,35,0,0,0,0,0,0,0,43,28,0,303,227,9,46
SS Tiwary,419162,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,1,55,36,1,87,60,2,52,40,0,0,0,0,0,0,0,49,39,0,355,258,9,52
SS Tiwary,501205,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,43,0,371,269,9,16
SS Tiwary,501232,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,277,10,14
